Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_48_15,VGND,li1,13.1100,141.4400,0.000033
FILLER_48_12,VGND,li1,11.7300,141.4400,0.000033
FILLER_48_9,VGND,li1,10.3500,141.4400,0.000033
FILLER_48_6,VGND,li1,8.9700,141.4400,0.000033
FILLER_48_3,VGND,li1,7.5900,141.4400,0.000033
FILLER_47_308,VGND,li1,147.6600,141.4400,0.000196
FILLER_47_305,VGND,li1,146.5100,141.4400,0.000196
FILLER_47_302,VGND,li1,145.1300,141.4400,0.000196
FILLER_47_299,VGND,li1,143.7500,141.4400,0.000196
FILLER_47_296,VGND,li1,142.3700,141.4400,0.000196
FILLER_47_293,VGND,li1,140.9900,141.4400,0.000196
FILLER_47_290,VGND,li1,139.6100,141.4400,0.000196
FILLER_47_287,VGND,li1,138.2300,141.4400,0.000196
FILLER_47_284,VGND,li1,136.8500,141.4400,0.000196
FILLER_47_281,VGND,li1,135.4700,141.4400,0.000196
FILLER_47_277,VGND,li1,133.6300,141.4400,0.000196
FILLER_47_274,VGND,li1,132.2500,141.4400,0.000196
FILLER_47_271,VGND,li1,130.8700,141.4400,0.000196
FILLER_47_268,VGND,li1,129.4900,141.4400,0.000196
FILLER_47_265,VGND,li1,128.1100,141.4400,0.000196
FILLER_47_262,VGND,li1,126.7300,141.4400,0.000196
FILLER_47_259,VGND,li1,125.3500,141.4400,0.000196
FILLER_47_256,VGND,li1,123.9700,141.4400,0.000196
FILLER_47_253,VGND,li1,122.5900,141.4400,0.000196
FILLER_47_250,VGND,li1,121.2100,141.4400,0.000196
FILLER_47_247,VGND,li1,119.8300,141.4400,0.000196
FILLER_47_244,VGND,li1,118.4500,141.4400,0.000196
FILLER_47_241,VGND,li1,117.0700,141.4400,0.000196
FILLER_47_216,VGND,li1,105.3400,141.4400,0.000193
FILLER_47_197,VGND,li1,96.3700,141.4400,0.000188
FILLER_47_194,VGND,li1,95.4500,141.4400,0.000188
FILLER_47_182,VGND,li1,89.9300,141.4400,0.000184
FILLER_47_118,VGND,li1,60.0300,141.4400,0.000138
FILLER_47_105,VGND,li1,54.0500,141.4400,0.000122
FILLER_47_83,VGND,li1,44.3900,141.4400,0.000098
FILLER_47_77,VGND,li1,41.1700,141.4400,0.000085
FILLER_47_70,VGND,li1,38.1800,141.4400,0.000076
FILLER_47_67,VGND,li1,37.0300,141.4400,0.000076
FILLER_47_54,VGND,li1,30.8200,141.4400,0.000053
FILLER_47_51,VGND,li1,29.6700,141.4400,0.000053
FILLER_47_48,VGND,li1,28.2900,141.4400,0.000046
FILLER_47_45,VGND,li1,26.9100,141.4400,0.000040
FILLER_47_42,VGND,li1,25.5300,141.4400,0.000040
FILLER_47_39,VGND,li1,24.1500,141.4400,0.000033
FILLER_47_36,VGND,li1,22.7700,141.4400,0.000033
FILLER_47_33,VGND,li1,21.3900,141.4400,0.000033
FILLER_47_30,VGND,li1,20.0100,141.4400,0.000033
FILLER_47_27,VGND,li1,18.6300,141.4400,0.000033
FILLER_47_24,VGND,li1,17.2500,141.4400,0.000033
FILLER_47_21,VGND,li1,15.8700,141.4400,0.000033
FILLER_47_18,VGND,li1,14.4900,141.4400,0.000033
FILLER_47_15,VGND,li1,13.1100,141.4400,0.000033
FILLER_47_12,VGND,li1,11.7300,141.4400,0.000033
FILLER_47_9,VGND,li1,10.3500,141.4400,0.000033
FILLER_47_6,VGND,li1,8.9700,141.4400,0.000033
FILLER_47_3,VGND,li1,7.5900,141.4400,0.000033
FILLER_46_309,VGND,li1,147.8900,136.0000,0.000166
FILLER_46_307,VGND,li1,146.9700,136.0000,0.000166
FILLER_46_304,VGND,li1,146.0500,136.0000,0.000166
FILLER_46_301,VGND,li1,144.6700,136.0000,0.000166
FILLER_46_298,VGND,li1,143.2900,136.0000,0.000166
FILLER_46_295,VGND,li1,141.9100,136.0000,0.000166
FILLER_46_292,VGND,li1,140.5300,136.0000,0.000166
FILLER_46_289,VGND,li1,139.1500,136.0000,0.000166
FILLER_46_286,VGND,li1,137.7700,136.0000,0.000166
FILLER_46_283,VGND,li1,136.3900,136.0000,0.000166
