Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_111_602,VPWR,li1,283.1300,312.8000,1.799706
FILLER_111_599,VPWR,li1,281.7500,312.8000,1.799706
FILLER_111_596,VPWR,li1,280.3700,312.8000,1.799706
FILLER_111_593,VPWR,li1,278.9900,312.8000,1.799706
FILLER_111_590,VPWR,li1,277.6100,312.8000,1.799706
FILLER_111_587,VPWR,li1,276.2300,312.8000,1.799706
FILLER_111_584,VPWR,li1,274.8500,312.8000,1.799706
FILLER_111_581,VPWR,li1,273.4700,312.8000,1.799706
FILLER_111_578,VPWR,li1,272.0900,312.8000,1.799706
FILLER_111_575,VPWR,li1,270.7100,312.8000,1.799706
FILLER_111_572,VPWR,li1,269.3300,312.8000,1.799706
FILLER_111_569,VPWR,li1,267.9500,312.8000,1.799706
FILLER_111_542,VPWR,li1,255.0700,312.8000,1.799709
FILLER_111_505,VPWR,li1,238.5100,312.8000,1.799722
